timestamp,open,high,low,close,volume
2025-10-31 23:00:00,3855.3,3858.47,3847.25,3847.89,1958.652727
2025-11-01 00:00:00,3847.89,3849.96,3830.64,3847.47,1844.25609
2025-11-01 01:00:00,3847.47,3860.86,3842.51,3844.0,2070.237378
2025-11-01 02:00:00,3844.0,3855.04,3835.8,3852.27,1686.444787
2025-11-01 03:00:00,3852.28,3864.21,3851.01,3861.67,1173.669539
2025-11-01 04:00:00,3861.67,3869.27,3854.49,3866.39,2674.784277
2025-11-01 05:00:00,3866.4,3867.64,3853.34,3855.22,1584.580688
2025-11-01 06:00:00,3855.22,3861.0,3852.37,3858.74,1953.831515
2025-11-01 07:00:00,3858.84,3867.34,3856.08,3860.56,1327.109504
2025-11-01 08:00:00,3860.63,3883.09,3859.4,3882.23,4515.098294
2025-11-01 09:00:00,3882.24,3882.94,3871.56,3875.03,2707.805395
2025-11-01 10:00:00,3875.03,3881.6,3868.66,3876.65,3279.842347
2025-11-01 11:00:00,3876.69,3881.0,3868.67,3877.69,2119.175368
2025-11-01 12:00:00,3877.69,3881.0,3874.74,3875.75,1700.514261
2025-11-01 13:00:00,3875.86,3878.77,3857.39,3869.85,2623.627776
2025-11-01 14:00:00,3869.81,3875.0,3858.26,3872.7,2259.678221
2025-11-01 15:00:00,3872.71,3902.84,3871.0,3894.29,6785.538995
2025-11-01 16:00:00,3894.7,3910.0,3885.78,3892.23,4075.99239
2025-11-01 17:00:00,3892.22,3894.8,3862.58,3865.95,4559.596964
2025-11-01 18:00:00,3865.87,3880.79,3863.92,3880.26,1151.999981
2025-11-01 19:00:00,3880.25,3880.8,3871.05,3879.99,547.399417
2025-11-01 20:00:00,3880.0,3891.5,3878.69,3881.59,1522.019376
2025-11-01 21:00:00,3881.6,3884.66,3867.4,3867.41,1180.309315
2025-11-01 22:00:00,3867.41,3876.0,3864.03,3874.83,940.334592
2025-11-01 23:00:00,3874.84,3877.39,3868.68,3873.9,458.160906
2025-11-02 00:00:00,3873.9,3874.39,3861.29,3866.49,1157.650445
2025-11-02 01:00:00,3866.5,3877.07,3862.2,3872.15,1077.632678
2025-11-02 02:00:00,3872.15,3887.14,3868.6,3880.25,1103.727192
2025-11-02 03:00:00,3880.24,3884.97,3877.64,3880.61,483.023522
2025-11-02 04:00:00,3880.61,3914.28,3876.0,3908.54,4276.093897
2025-11-02 05:00:00,3908.54,3909.6,3894.71,3902.83,1661.535473
2025-11-02 06:00:00,3902.84,3908.0,3892.13,3902.03,1438.401735
2025-11-02 07:00:00,3902.03,3918.45,3892.0,3906.25,3864.827136
2025-11-02 08:00:00,3906.25,3910.66,3892.55,3894.83,2605.59333
2025-11-02 09:00:00,3894.84,3903.45,3868.54,3872.26,5953.069321
2025-11-02 10:00:00,3872.26,3876.46,3852.32,3863.26,6110.209131
2025-11-02 11:00:00,3863.27,3897.23,3861.94,3890.55,4744.439106
2025-11-02 12:00:00,3890.56,3894.71,3871.03,3877.2,3084.724552
2025-11-02 13:00:00,3877.21,3877.54,3854.67,3868.14,2404.223447
2025-11-02 14:00:00,3868.14,3873.21,3839.0,3853.01,7227.19488
2025-11-02 15:00:00,3853.01,3871.66,3846.23,3853.21,3305.65227
2025-11-02 16:00:00,3853.21,3865.58,3840.36,3864.31,2681.397961
2025-11-02 17:00:00,3864.32,3864.6,3849.99,3859.18,1083.428974
2025-11-02 18:00:00,3859.19,3867.59,3855.03,3863.92,706.779299
2025-11-02 19:00:00,3863.92,3864.39,3843.21,3856.25,1367.264569
2025-11-02 20:00:00,3856.26,3859.65,3847.6,3859.2,857.799667
2025-11-02 21:00:00,3859.21,3869.99,3850.0,3861.44,1514.573418
2025-11-02 22:00:00,3861.45,3863.99,3844.67,3855.23,1748.139346
2025-11-02 23:00:00,3855.36,3917.45,3855.36,3906.52,11145.911732
2025-11-03 00:00:00,3906.48,3914.42,3862.76,3864.67,6485.884692
2025-11-03 01:00:00,3864.77,3864.77,3826.96,3837.43,8068.726401
2025-11-03 02:00:00,3837.43,3842.25,3786.79,3799.4,13605.20472
2025-11-03 03:00:00,3799.26,3806.99,3728.07,3736.48,16379.167166
2025-11-03 04:00:00,3736.5,3748.67,3715.63,3746.7,6556.616609
2025-11-03 05:00:00,3746.71,3765.9,3728.01,3732.29,5126.831976
2025-11-03 06:00:00,3732.3,3741.44,3683.25,3718.74,13092.734221
2025-11-03 07:00:00,3718.73,3736.93,3699.27,3714.61,13063.482269
2025-11-03 08:00:00,3714.67,3720.83,3687.01,3716.8,9311.877342
2025-11-03 09:00:00,3716.79,3740.91,3696.34,3703.45,9833.758336
2025-11-03 10:00:00,3703.45,3719.98,3660.68,3675.69,11933.038271
2025-11-03 11:00:00,3675.93,3724.0,3673.28,3711.48,9659.759293
2025-11-03 12:00:00,3711.6,3728.7,3704.7,3709.13,5514.321745
2025-11-03 13:00:00,3709.13,3728.57,3693.13,3719.76,7517.380773
2025-11-03 14:00:00,3720.04,3748.64,3705.34,3734.31,10320.683073
2025-11-03 15:00:00,3734.65,3739.0,3582.22,3588.92,48563.609252
2025-11-03 16:00:00,3588.93,3626.78,3562.69,3618.87,23077.545457
2025-11-03 17:00:00,3619.0,3682.44,3610.61,3666.21,16189.122645
2025-11-03 18:00:00,3666.47,3672.91,3630.49,3632.02,5971.792102
2025-11-03 19:00:00,3632.02,3648.8,3619.92,3631.06,6462.174803
2025-11-03 20:00:00,3631.32,3636.49,3560.36,3587.75,7873.402111
2025-11-03 21:00:00,3587.27,3615.2,3557.24,3601.94,7313.667118
2025-11-03 22:00:00,3601.79,3603.59,3560.01,3589.76,5951.809863
2025-11-03 23:00:00,3589.71,3608.13,3566.01,3603.75,5627.691774
2025-11-04 00:00:00,3603.66,3635.99,3567.0,3617.84,10009.722044
2025-11-04 01:00:00,3618.06,3654.38,3607.07,3644.17,6319.415276
2025-11-04 02:00:00,3644.1,3648.84,3618.01,3625.72,3745.264851
2025-11-04 03:00:00,3625.67,3651.48,3620.79,3642.41,4793.497336
2025-11-04 04:00:00,3642.41,3647.82,3621.1,3624.99,4165.342606
2025-11-04 05:00:00,3624.99,3631.6,3484.35,3492.26,36012.786929
