timestamp,open,high,low,close,volume
2020-11-18 16:00:00+00:00,17720.1,18146.3,17188.8,18013.6,10886.09211532
2020-11-19 16:00:00+00:00,18011.6,18688.8,17643.5,18618.5,9712.9728679
2020-11-20 16:00:00+00:00,18618.5,18931.6,18208.6,18679.0,15840.56660023
2020-11-21 16:00:00+00:00,18678.9,18812.0,17580.0,18254.4,14630.57453194
2020-11-22 16:00:00+00:00,18253.6,18762.3,17990.3,18216.4,13503.11237296
2020-11-23 16:00:00+00:00,18216.4,19381.1,17990.0,19336.7,20517.43272127
2020-11-24 16:00:00+00:00,19333.3,19490.0,18526.2,19050.4,20121.98901331
2020-11-25 16:00:00+00:00,19051.3,19138.4,16358.0,16904.4,30649.54794171
2020-11-26 16:00:00+00:00,16904.3,17450.0,16135.1,16490.8,18415.20057959
2020-11-27 16:00:00+00:00,16499.5,17518.9,16468.7,17515.6,10002.87914867
2020-11-28 16:00:00+00:00,17516.1,18240.3,17516.0,18116.1,10801.9899919
2020-11-29 16:00:00+00:00,18116.3,19888.0,17931.1,19314.0,24731.97783846
2020-11-30 16:00:00+00:00,19314.3,19913.3,18066.0,19266.2,28164.46200403
2020-12-01 16:00:00+00:00,19266.2,19343.3,18323.7,18888.0,37452.22125125
2020-12-02 16:00:00+00:00,18889.2,19544.2,18770.2,19542.4,11446.87536544
2020-12-03 16:00:00+00:00,19538.0,19609.5,18684.7,18948.4,14355.49917398
2020-12-04 16:00:00+00:00,18947.9,19173.1,18505.0,19111.9,10930.92129131
2020-12-05 16:00:00+00:00,19112.0,19350.0,18854.4,19122.5,13759.49846031
2020-12-06 16:00:00+00:00,19123.9,19427.3,19018.2,19215.2,14657.35029513
2020-12-07 16:00:00+00:00,19215.3,19298.1,18610.5,18808.9,28068.45176752
2020-12-08 16:00:00+00:00,18808.6,18932.5,17652.0,18352.6,33260.2811554
2020-12-09 16:00:00+00:00,18351.5,18632.2,17907.2,18135.8,20555.41668451
2020-12-10 16:00:00+00:00,18134.4,18436.2,17565.0,18106.3,19046.28769318
2020-12-11 16:00:00+00:00,18103.3,18524.0,17875.3,18399.8,14677.41695241
2020-12-12 16:00:00+00:00,18399.9,19422.1,18365.9,19220.7,17941.79150316
2020-12-13 16:00:00+00:00,19220.8,19400.0,18990.3,19204.3,17016.56827521
2020-12-14 16:00:00+00:00,19203.5,19580.0,19041.0,19408.8,20002.70869732
2020-12-15 16:00:00+00:00,19408.8,20800.0,19275.9,20666.2,32784.62605624
2020-12-16 16:00:00+00:00,20666.3,23819.3,20553.6,23337.0,38950.96698905
2020-12-17 16:00:00+00:00,23337.3,23699.9,22332.0,22560.1,23034.39863412
2020-12-18 16:00:00+00:00,22558.0,23660.6,22466.4,23560.9,19564.00664772
2020-12-19 16:00:00+00:00,23556.8,24193.4,23079.1,23877.8,18972.73593255
2020-12-20 16:00:00+00:00,23875.2,24299.2,21928.9,23102.7,27009.02323235
2020-12-21 16:00:00+00:00,23102.0,23660.0,22372.6,23344.0,18333.29224081
2020-12-22 16:00:00+00:00,23344.0,24150.0,22806.0,23452.1,20625.61648037
2020-12-23 16:00:00+00:00,23452.2,23687.6,22604.2,23234.6,15324.68394829
2020-12-24 16:00:00+00:00,23234.7,24688.0,23109.4,24025.7,16243.90551642
2020-12-25 16:00:00+00:00,24025.8,25693.0,23993.1,25625.6,16132.31649673
2020-12-26 16:00:00+00:00,25627.0,28415.9,25570.2,27362.7,26205.46232193
2020-12-27 16:00:00+00:00,27362.8,27510.3,25837.1,26910.0,16966.7674222
2020-12-28 16:00:00+00:00,26910.7,27240.7,25840.0,26618.9,13164.68086682
2020-12-29 16:00:00+00:00,26618.8,28585.0,26241.9,28165.8,13391.15176578
2020-12-30 16:00:00+00:00,28165.8,29309.0,27885.0,28780.7,17994.7308927
2020-12-31 16:00:00+00:00,28780.0,29629.0,28320.0,29185.7,17525.9378863
2021-01-01 16:00:00+00:00,29185.7,31817.6,28636.0,31701.1,21300.13870046
2021-01-02 16:00:00+00:00,31707.2,34786.4,30414.9,33517.4,19720.68651353
2021-01-03 16:00:00+00:00,33514.6,33865.6,27600.0,31738.9,24097.81521644
